F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,prob1,prob2,classLabel
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.20103988,0.7987153,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,262,10.99,10.01,10,10,10,10,10,10,0.19651207,0.8037858,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10.01,10,10,10,10,10,0.20231879,0.7976181,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.19033524,0.8099015,Bug
0,1,1,1,232,2367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,2.40E-05,Bug
0,2,57,1,43,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,1,0,0.4,255,238,0.93,0.01,0,0,0,0,0,0,1.00E+00,7.75E-07,Bug
0,1,1,1,240,662,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51,51,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,5.42E-06,Bug
0,1,19,1,908,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,240,101,0.38,0.03,0,0.02,0.01,0,0.01,0.03,1.00E+00,2.61E-04,Bug
0,1,1,1,218,261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,32,0,0,0,0,1,0,0.09,255,255,1,0,0,0,0,0,0,0,1.00E+00,6.85E-07,Bug
0,1,1,1,312,677,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,37,0,0,0,0,1,0,0.11,22,255,1,0,0.05,0.04,0,0,0,0,1,0,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,264,11,10.01,10.01,10,10,10,10,10,0.19527504,0.8046324,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,3.87E-07,Bug
10,11,11,11,237,8851,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,23,23,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.1882149,0.8118327,NoBug
0,1,1,1,317,278,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,192,255,1,0,0.01,0.04,0,0,0,0,1.00E+00,1.79E-07,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.19339135,0.8066435,NoBug
10,11,29,11,569,346,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,94,186,10.75,10.08,10.01,10.01,10.01,10.01,10.08,10.05,0.19651207,0.8037858,NoBug
30,11,60,11,242,775,10,10,10,14,10,11,10,10,10,10,10,10,10,10,10,11,12,11,10,10,10,10,10.5,11,10,189,58,10.27,10.04,10.01,10,10.01,10.02,10.02,10,0.18958783,0.8102337,NoBug
10,11,29,11,569,346,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,94,186,10.75,10.08,10.01,10.01,10.01,10.01,10.08,10.05,0.1885592,0.8117421,NoBug
0,1,1,1,222,19564,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,23,0,0,0,0,1,0,0.09,255,255,1,0,0,0,0,0,0,0,0.99895966,0.00104448,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,4.41E-05,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,2.00E-06,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,1.07E-06,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,3.01E-06,Bug
10,11,59,11,894,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,24,49,10.43,10.14,10.43,10.05,10,10,10,10,0.19395429,0.8064493,NoBug
0,1,1,1,322,680,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,1,0,0.25,6,255,1,0,0.17,0.04,0,0,0,0,1.00E+00,5.93E-06,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,9.54E-07,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,1.19E-07,Bug
10,11,29,11,918,340,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,250,111,10.38,10.03,10,10.02,10.01,10,10.01,10.03,0.1882149,0.8118327,NoBug
10,11,11,11,331,2070,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,18,28,10,10,10,10,11,10,10.11,18,265,11,10,10.12,10.03,10,10,10,10,0.19571152,0.80401546,NoBug
0,1,1,1,244,668,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,38,255,1,0,0.03,0.01,0,0,0,0,1.00E+00,2.09E-07,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.18958783,0.8102337,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10.01,10,10,10,10,10,0.19230813,0.8077303,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,265,11,10,10.01,10,10,10,10,10,0.19261757,0.8076817,NoBug
0,1,1,1,218,261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,32,0,0,0,0,1,0,0.09,255,255,1,0,0,0,0,0,0,0,1.00E+00,1.19E-07,NoBug
11,11,29,11,1671,340,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,11,13,10,10,10,10,11,10,11,182,136,10.37,10.04,10.01,10.02,10.01,10,10.02,10.02,0.20372033,0.7963379,NoBug
0,1,1,1,243,2211,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,1.73E-06,NoBug
30,11,60,11,242,775,10,10,10,14,10,11,10,10,10,10,10,10,10,10,10,11,12,11,10,10,10,10,10.5,11,10,189,58,10.27,10.04,10.01,10,10.01,10.02,10.02,10,0.18525362,0.81469166,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,3.87E-07,Bug
0,1,1,1,322,680,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,1,0,0.25,6,255,1,0,0.17,0.04,0,0,0,0,1,0,Bug
10,11,11,11,250,672,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,61,61,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.19666427,0.8033703,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,2.68E-07,NoBug
0,1,19,1,908,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,240,101,0.38,0.03,0,0.02,0.01,0,0.01,0.03,1.00E+00,7.10E-05,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10.01,10,10,10,10,10,0.19261757,0.8076817,NoBug
0,1,49,1,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,77,33,0.34,0.08,0.34,0.06,0,0,0,0,0.9564305,0.04391843,NoBug
0,1,1,1,216,7504,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,21,0,0,0,0,1,0,0.1,255,255,1,0,0,0,0,0,0,0,1.00E+00,3.89E-05,NoBug
10,11,11,11,322,687,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,19,47,10,10,10,10,11,10,10.11,32,265,11,10,10.05,10.04,10,10,10,10,0.18624008,0.8132745,NoBug
0,1,29,1,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0.11,0.56,0,25,1,0.04,0.4,0.76,0,0,0,0,0,0.9916376,0.00803554,Bug
10,11,11,11,247,685,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,51,51,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.1882149,0.8118327,NoBug
0,1,1,1,244,668,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,38,255,1,0,0.03,0.01,0,0,0,0,1,0,Bug
10,11,11,11,278,9245,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,15,15,10,10,10,10,11,10,10,68,265,11,10,10.02,10.05,10,10,10,10,0.19261757,0.8076817,NoBug
0,1,1,1,240,2172,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59,59,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,2.33E-04,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,264,11,10.01,10.01,10,10,10,10,10,0.20377943,0.794184,Bug
10,11,11,11,301,3552,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,22,22,10,10,10,10,11,10,10,197,265,11,10,10.01,10.01,10,10,10,10,0.19795004,0.8020115,Bug
10,11,11,11,242,2377,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,13,13,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.19293478,0.80707926,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,1.46E-06,Bug
0,1,49,1,8325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,1,0,0,103,54,0.49,0.06,0.49,0.04,0,0,0,0,0.99828863,0.00174424,Bug
0,1,1,1,216,7504,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,21,0,0,0,0,1,0,0.1,255,255,1,0,0,0,0,0,0,0,1.00E+00,2.28E-04,Bug
0,1,1,1,235,3817,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,2.21E-06,NoBug
0,1,1,1,291,3542,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,1,0,0,187,255,1,0,0.01,0.01,0,0,0,0,1.00E+00,8.40E-06,NoBug
10,11,11,11,255,4209,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,18,18,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.19230813,0.8077303,NoBug
38,11,60,11,869,2596,10,10,10,28,10,11,10,10,10,10,10,10,10,10,10,11,11,11,10,10,10,10,11,10,10,50,14,10.1,10.43,10.03,10,10.03,10,10,10,0.19756952,0.8024992,NoBug
0,1,1,1,322,680,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,1,0,0.25,6,255,1,0,0.17,0.04,0,0,0,0,1.00E+00,2.43E-05,Bug
0,1,49,1,35195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,1,0,0,92,44,0.43,0.07,0.43,0.05,0,0,0,0,0.92529166,0.07447278,NoBug
0,1,1,1,230,260,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,1,0,0.11,3,255,1,0,0.33,0.07,0.33,0,0,0,1.00E+00,9.39E-06,Bug
38,11,60,11,869,2596,10,10,10,28,10,11,10,10,10,10,10,10,10,10,10,11,11,11,10,10,10,10,11,10,10,50,14,10.1,10.43,10.03,10,10.03,10,10,10,0.1882149,0.8118327,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,262,10.99,10.01,10,10,10,10,10,10,0.9951171,0.00446647,Bug
10,11,11,11,253,2221,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,31,31,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.19395429,0.8064493,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1.00E+00,6.26E-07,NoBug
10,11,11,11,237,8851,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,23,23,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.20372033,0.7963379,NoBug
0,1,1,1,312,677,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,37,0,0,0,0,1,0,0.11,22,255,1,0,0.05,0.04,0,0,0,0,1,0,NoBug
0,1,49,1,35195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,1,0,0,92,44,0.43,0.07,0.43,0.05,0,0,0,0,0.86367375,0.13752711,NoBug
10,11,11,11,301,1020,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,22,22,10,10,10,10,11,10,10,22,248,11,10,10.08,10.05,10,10,10,10,0.9962006,0.00398499,Bug
0,1,1,1,240,662,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51,51,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,3.60E-05,Bug
10,13,65,11,40,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,13,10.01,10.01,10.01,10,10,10,10,10,0.19984597,0.8001462,Bug
0,1,49,1,35195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,1,0,0,92,44,0.43,0.07,0.43,0.05,0,0,0,0,0.96420205,0.03518105,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,2.09E-07,NoBug
10,11,11,11,307,13797,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,187,265,11,10,10.01,10.01,10,10,10,10,0.19512427,0.8048361,Bug
10,11,11,11,325,1538,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,14,14,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.19795004,0.8020115,Bug
0,1,19,1,559,336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,84,176,0.75,0.08,0.01,0.01,0.01,0.01,0.08,0.05,1.00E+00,2.41E-06,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,2.35E-06,Bug
0,1,49,1,8325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,1,0,0,103,54,0.49,0.06,0.49,0.04,0,0,0,0,0.99496496,0.0049319,Bug
0,1,1,1,297,13787,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,177,255,1,0,0.01,0.01,0,0,0,0,1.00E+00,3.05E-04,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10.01,10,10,10,10,10,0.19906855,0.80090237,NoBug
0,1,1,1,240,2172,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59,59,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,1.79E-07,NoBug
10,11,11,11,256,763,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,19,19,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.19715545,0.80269784,NoBug
10,11,29,11,774,339,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,22,169,10.83,10.25,10.08,10.01,10,10,10,10,0.9459186,0.05531472,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.30972058,0.6912681,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1.00E+00,7.75E-07,NoBug
10,11,39,11,1224,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,19,11,10,10,10,10,10.11,10.56,10,35,11,10.04,10.4,10.76,10,10,10,10,10,0.07926837,0.9201107,Bug
10,11,11,11,259,208,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,33,33,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.19795004,0.8020115,Bug
10,11,11,11,325,1538,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,14,14,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.19906855,0.80090237,NoBug
0,1,1,1,245,4199,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,1.28E-05,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,265,11,10,10.01,10,10,10,10,10,0.19906855,0.80090237,NoBug
0,1,1,1,218,261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,32,0,0,0,0,1,0,0.09,255,255,1,0,0,0,0,0,0,0,1,0,NoBug
10,11,59,11,262,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,19,48,10.33,10.22,10.33,10.08,10,10,10.11,10,0.18750364,0.8122121,Bug
10,11,11,11,301,3552,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,22,22,10,10,10,10,11,10,10,197,265,11,10,10.01,10.01,10,10,10,10,0.19984597,0.8001462,Bug
0,1,1,1,244,668,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,38,255,1,0,0.03,0.01,0,0,0,0,1,0,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,4.41E-05,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,7.15E-07,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.19401994,0.8058652,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1.00E+00,2.98E-08,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.20103988,0.7987153,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1.00E+00,6.02E-06,NoBug
0,1,1,1,235,695,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,0.9999999,0,NoBug
0,1,1,1,245,4199,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,1.22E-04,Bug
0,1,1,1,223,185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,71,255,1,0,0.01,0.01,0,0,0,0,1,0,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,5.96E-08,Bug
0,2,57,1,43,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,1,0,0.4,255,238,0.93,0.01,0,0,0,0,0,0,1.00E+00,2.86E-06,Bug
1,1,19,1,1018,333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,1,112,1,0,1,0.02,0,0,0,0,1.00E+00,2.10E-05,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1,0.00E+00,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.20377943,0.794184,Bug
1,1,19,1,1661,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,172,126,0.37,0.04,0.01,0.02,0.01,0,0.02,0.02,1.00E+00,4.44E-04,NoBug
10,11,11,11,232,19574,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,32,33,10,10,10,10,11,10,10.09,265,265,11,10,10,10,10,10,10,10,0.19026366,0.8094211,Bug
0,1,1,1,317,278,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,192,255,1,0,0.01,0.04,0,0,0,0,1.00E+00,6.26E-07,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,2.09E-07,NoBug
10,11,11,11,240,270,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,11,29,10,10,10,10,11,10,10.11,13,265,11,10,10.33,10.07,10.33,10,10,10,0.19651207,0.8037858,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,8.94E-08,Bug
11,11,29,11,3180,339,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,11,12,10,10,10,10,11,10,11,64,49,10.72,10.11,10.02,10,10.02,10,10.09,10.13,0.1961141,0.8028915,Bug
10,11,11,11,301,1020,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,22,22,10,10,10,10,11,10,10,22,248,11,10,10.08,10.05,10,10,10,10,0.20298883,0.7961376,NoBug
0,1,49,1,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,9,38,0.33,0.22,0.33,0.08,0,0,0.11,0,0.9225688,0.07959622,Bug
0,1,49,1,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,14,39,0.43,0.14,0.43,0.05,0,0,0,0,0.9946534,0.00540775,Bug
10,11,11,11,228,271,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,21,42,10,10,10,10,11,10,10.09,265,265,11,10,10,10,10,10,10,10,0.20372033,0.7963379,NoBug
0,1,49,1,35195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,1,0,0,92,44,0.43,0.07,0.43,0.05,0,0,0,0,0.95322,0.04621887,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,264,11,10.01,10.01,10,10,10,10,10,0.20377943,0.794184,Bug
0,1,49,1,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.5,1,0,174,56,0.32,0.03,0.32,0,0,0,0,0,0.9963559,0.00372982,NoBug
10,11,11,11,301,3552,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,22,22,10,10,10,10,11,10,10,197,265,11,10,10.01,10.01,10,10,10,10,0.19715545,0.80269784,NoBug
0,1,1,1,312,677,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,37,0,0,0,0,1,0,0.11,22,255,1,0,0.05,0.04,0,0,0,0,1,0,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,1.00E+00,1.73E-06,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1.00E+00,5.16E-06,NoBug
0,1,1,1,322,680,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,1,0,0.25,6,255,1,0,0.17,0.04,0,0,0,0,1,0,NoBug
10,11,11,11,322,687,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,19,47,10,10,10,10,11,10,10.11,32,265,11,10,10.05,10.04,10,10,10,10,0.20298883,0.7961376,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,8.05E-06,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,0,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,253,0.99,0.01,0,0,0,0,0,0,1.00E+00,1.30E-05,Bug
